bn:00000013n;Million;million_209.35;number_146.31;mathematics_61.3;long scale_53.31;real number_50.43;numeral_50.35;short scale_50.12;digit_42.17;bally_41.77;millionaire_41.31;penguin_41.11;markov_40.61;complex number_38.37;infinity_36.79
bn:00534893n;Pursued;mitchum_187.86;noir_165.78;film noir_157.61;film_86.21;star_66.0;western_46.38;howe_42.33;classic_35.32;direct_34.91;robert mitchum_27.46;hollywood_24.6;neo-noir_22.99;genre_20.16;wright_16.13
bn:00536925n;Hyperactivity;bpa_461.79;adhd_423.5;disorder_302.13;child_240.97;symptom_211.5;study_163.69;hyperactivity_159.03;behavior_148.63;diet_132.83;sct_114.11;tartrazine_111.38;bisphenol_107.0;feingold_103.79;food_100.24
bn:00540782n;Carelessness;careless_33.05;accident-proneness_22.29;mistake_19.3;carelessness_15.73;study_14.31;adhd_10.01;accident_9.6;data_8.27;consequence_8.24;response_8.2;impulsivity_8.0;concern_7.83;student_6.47;indifference_6.17
bn:00540922n;Knotty;shinty_168.89;lybster_36.29;camanachd_34.81;caman_33.74;knotty_31.83;ball_25.89;play_23.15;kingussie_21.81;game_19.13;caithness_18.0;sinclair_15.95;sport_15.82;stick_15.52;scotland_14.72
bn:00541416n;Booing;brazil_73.6;chappelle_71.78;wwe_60.23;madonna_55.65;boo_52.93;smackdown_47.37;applause_44.94;performance_42.71;superstar_41.9;heckle_37.2;mode_29.27;heckler_28.98;audience_28.51;match_28.32
bn:00542384n;Tagged;internet_314.01;tagged_312.75;social_310.28;networking_235.86;user_212.78;hi5_112.17;facebook_112.16;oni_104.34;government_103.58;site_102.66;online_92.6;e-mail_85.23;sobi2_82.08;meebo_74.15
bn:00543099n;Motorman;train_462.5;car_270.01;tram_258.75;subway_216.3;line_197.99;rail_147.28;motorman_130.47;system_96.51;station_86.62;passenger_79.32;one-man_79.19;irt_75.81;mckeen_68.0;service_67.73
bn:00544582n;MinX;channel_85.78;csc_48.08;minx_36.55;buzmuzik_34.48;timeshift_20.61;launch_17.53;nme_17.25;chart show tv_14.9;music_14.02;music television_13.74;scuzz_12.76;replace_11.4;freesat_11.37;tv_11.35
bn:00545308n;Paling;surname_8.45;bear_8.41;british_8.14;palin_8.13;labor party_6.68;wilfred paling_6.34;heilyn_6.34;paling_5.14;politician_4.45;english_3.71;sarah_2.75;welsh_2.7;fiction_2.66;include_2.34
bn:00545388n;MUMmer;mummer_44.35;tigr_30.39;patternhunter_27.07;genome_26.27;venter_25.56;sequence_24.93;twelfth night_23.79;genomics_19.68;delcher_16.97;jcvi_14.22;genomic_12.06;ibea_10.32;tcag_9.65;institute_9.42
bn:00545444n;Anticline;anticline_683.66;fold_487.3;fault_256.29;rock_231.0;sediment_141.48;syncline_135.68;stratum_135.27;mountain_131.62;shale_131.19;ridge_127.96;limestone_121.34;basin_115.24;layer_106.58;pyrenean_102.12
bn:00545957n;Hypertext;hypertext_917.39;html_300.91;hypercard_265.71;web_263.43;hypermedia_257.44;document_185.07;world wide web_178.38;user_162.85;internet_146.42;berners-lee_143.86;wiki_125.25;web page_122.72;hyperlinks_111.23;content_110.76
bn:00545982n;Comely;comely_37.08;race_14.7;fall highweight handicap_10.99;comely stakes_10.82;highweight_10.78;two-year-old_9.28;male horse_8.82;furlong_8.63;aqueduct racetrack_8.11;run_7.58;raymond workman_5.8;pet bully_5.73;filly_5.69;bohemia stable_5.66
bn:00546656n;Winsome;reggae_12.48;fashion_12.08;winsome_9.22;label_7.72;winsome sears_6.2;winsome evans_6.12;louchie_6.12;winsome pinnock_6.0;winsome witch_5.67;studio_5.15;dub_4.74;macgillivray_4.31;bear_4.22;michie_4.19
bn:00550700n;Babydoll;wear_96.55;babydoll_59.78;nightgown_57.58;lingerie_56.97;pajamas_47.61;babydolls_47.11;2000s_41.31;chemise_41.19;garment_39.35;negligee_38.3;camisole_37.13;nightwear_33.68;undergarment_32.48;fashion_32.12
bn:00550986n;Roped;judson-brown_39.71;aileen_29.11;harry_24.8;roped_18.89;macdonald_17.14;mrs._10.98;john ford_10.87;duzen_10.27;ferdie_8.94;film_8.61;harry carey_8.17;director_6.73;ford_6.23;cheyenne_5.91
bn:00550998n;TaPa;sm-sarja_77.66;wasama_22.54;tapa_15.7;ice hockey_14.5;matti_11.48;team_11.02;finnish_9.07;finland_8.76;ilves_8.05;play_7.23;sm-liiga_7.04;championship_6.98;1931_6.9;tampere_6.76
bn:00551336n;Victorious;nickelodeon_1125.27;icarly_549.78;episode_483.74;victorious_375.69;carly_314.96;series_305.64;tori_301.61;sam_230.82;show_217.17;sitcom_211.78;halloween_208.54;nick_206.62;freddie_201.79;crossover_192.4
bn:00552410n;Copacetic;aldo_56.3;sub_15.65;b\/w_11.81;pop_11.12;copacetic_10.4;sp_9.97;velocity_9.5;zelnick_9.31;riles_9.04;slumberland_8.41;timothy_7.54;smr_7.33;album_7.27;book_7.11
bn:00552538n;ShowMan;amiga_108.55;software_44.38;graphic_20.3;e-show_16.93;available_16.86;program_16.64;3d_15.57;morphos_15.21;audiobox_14.74;showman_12.54;newtek_12.39;graphics_11.5;vector_11.19;tm_10.92
bn:00553401n;PRECIS;climate change_103.78;precis_59.63;ocean_43.2;climate_41.58;temperature_33.25;impact_32.66;warming_31.22;global_29.44;change_28.17;projection_27.51;sres_27.47;confidence_25.78;global warming_24.3;scenario_23.68
bn:00554748n;Microprobe;x-ray_63.43;microprobe_54.77;ion_54.3;beam_43.79;microprobes_31.74;sample_20.87;shrimp_20.36;instrument_18.59;belite_17.51;micro_17.19;grating_15.18;uranyl_15.13;bergenite_14.83;mineral_14.69
bn:00556148n;Rip-Off;taxi_82.33;crazy_80.17;game_55.26;player_34.14;rip-off_28.92;arcade_28.35;tank_26.54;dreamcast_20.36;canister_16.91;gameplay_16.58;sega_16.36;passenger_14.57;ring_12.27;cinematronics_11.95
bn:00556926n;Countrywide;countrywide_50.92;plc_19.61;hamptons_18.67;estate agent_18.26;bairstow_16.71;company_15.37;rightmove_15.04;countryside_14.24;sutaria_10.61;pkl_9.61;london stock exchange_9.54;oaktree capital management_8.46;lettings_8.46;acquire_8.43
bn:00557418n;Airboat;everglades_318.68;airboat_312.88;punt_204.32;florida_176.44;boat_150.04;hovercraft_141.48;propeller_114.3;water_106.09;johns_82.54;river_68.75;everglades national park_68.03;pusher_67.31;lake okeechobee_61.19;engine_57.85
bn:00558048n;Disrupt;crust_93.89;punk_75.79;anarcho-punk_57.3;band_53.71;d-beat_49.8;grindcore_27.51;amebix_21.52;anarcho-punks_20.05;ep_19.36;relapse_16.72;discharge_13.0;metal_12.97;disrupt_12.59;crass_12.5
bn:00558213n;Fineness;coin_511.5;gold_256.92;peso_180.61;silver_157.01;currency_145.82;mint_108.5;fineness_79.78;fine_66.42;ounce_61.0;décimo_57.56;legal tender_52.24;copper_51.78;troy ounce_50.93;riyal_48.29
bn:00559201n;Houseguest;hartman_150.06;sinbad_87.0;sewickley_41.12;franklin_31.15;houseguest_26.31;brynn_23.69;film_17.22;brockett_14.79;mobster_12.76;comedy_12.65;snl_11.15;role_11.1;bond_10.54;young_10.31
bn:00560842n;Northerly;lonhro_244.64;northerly_191.07;race_182.37;stakes_103.21;sunline_94.65;win_80.17;caulfield_66.17;cox_65.76;metre_58.35;horse_55.64;plate_53.4;winner_50.94;melbourne_43.92;cup_41.36
bn:00561031n;Pavilion;pavilion_1291.14;park_132.97;pier_130.38;jpg_86.42;garden_86.04;bonsai_85.27;building_59.95;hemisfair_47.97;carousel_46.56;ubaoner_45.64;design_43.18;stele_41.95;penjing_39.92;lawn_38.48
bn:00561168n;Scratchboard;scratchboard_86.79;scraperboard_63.16;cuti_53.23;lamberto_33.07;sgraffito_31.36;tattoo_31.17;finlay_31.15;ink_29.3;scratch_28.23;okkervil river_27.4;illustration_23.67;moonie_23.37;technique_23.1;mckowen_22.9
bn:00561239n;Revenant;vampire_478.63;revenant_307.73;ghost_168.17;zombie_145.77;dead_108.64;purgatori_101.18;corpse_96.75;jiangshi_95.22;undead_94.97;draugr_93.69;blood_87.51;belief_77.84;werewolf_76.4;folklore_67.3
bn:00561855n;PhoneME;jsr_29.7;api_13.52;jsrs_11.66;phoneme_10.96;implementation_10.68;java_8.66;connected limited device configuration_6.18;mobile information device profile_6.13;linux_5.79;java platform, micro edition_5.78;optional_5.78;cldc_5.22;partial_5.21;reference implementation_5.14
bn:00563570n;Diabolic;diabolic_121.83;aantar_53.47;blastmasters_35.64;unholy_35.04;band_32.14;long island_29.71;mclauchlin_29.52;coates_24.1;ouellette_22.65;metalfest_22.08;punchy_17.98;ghost_17.07;lineup_16.19;mortellaro_15.6
bn:00564075n;Split-finger;left hand_61.85;ring finger_59.73;index finger_54.65;right hand_41.97;tek_19.83;hand_19.77;rim_16.92;finger_15.64;split-finger_10.51;split_9.44;technique_9.15;strike_8.83;wrist_8.61;ornament_8.34
bn:00565607n;Stereotypy;tic_445.59;behavior_293.75;disorder_256.69;autism_232.29;stereotypy_190.41;tourette_189.06;symptom_136.98;syndrome_128.23;animal_123.77;individual_112.87;asd_112.01;diagnosis_105.09;zoo_104.24;methamphetamine_102.0
bn:00565949n;Commoditization;commodity_80.92;commodification_77.64;commoditization_65.47;workstation_63.86;zoran_47.94;market_40.81;standardization_25.53;product_24.19;consumer_21.76;price_18.53;unbundled_18.32;standard_16.54;pc_15.96;value_15.68
bn:00567353n;Basmati;rice_1980.8;biryani_359.85;basmati_344.01;dish_248.9;cook_203.04;cooker_160.22;meat_146.27;cuisine_132.75;spice_128.64;cooking_126.16;variety_121.53;grain_111.34;vegetable_106.0;pulao_83.95
bn:00567928n;Various;label_87.28;artist_65.59;carlock_48.71;xl_44.71;role_42.32;27 sounds_33.41;release_20.54;album_18.6;low self discipline_16.12;transplants_16.08;recordings_14.41;adele_13.49;various_12.42;edit_11.51
bn:00568688n;Tranquilize;reed_181.97;good_170.48;band_84.61;nme_61.57;killers_61.11;album_60.58;singer_41.67;keuning_33.62;dressed_31.47;brandon flowers_29.62;british_29.39;song_29.29;tranquilize_24.64;awards_23.93
bn:00570318n;Lacy;guitarist_66.37;born_63.92;texas blues_53.58;bear_53.17;chicago blues_49.04;electric_44.09;album_38.83;blue_37.47;singer_36.82;perform_28.91;electric blues_28.47;release_25.84;american_21.91;record_21.13
bn:00572883n;KOHL;milpitas_210.23;ohlone_94.07;kohl_83.14;fremont_27.22;mhz_26.26;san jose_17.21;college_16.69;khz_15.04;alviso_14.8;radio_12.86;listener_12.85;broadcasting_12.18;calaveras_9.81;city_9.39
bn:00572972n;Slipping;punch_126.4;boxer_114.43;boxing_101.53;opponent_97.84;fighter_91.25;kickboxing_86.7;fight_39.42;bout_38.91;jab_35.18;out-fighter_32.21;brawler_31.82;hand_28.64;hook_25.41;thai_25.4
bn:00573183n;Methylmercury;mercury_1326.21;methylmercury_529.56;fish_378.56;mercury poisoning_186.35;minamata_185.43;everglades_179.56;thiomersal_177.85;minamata disease_170.48;exposure_154.79;dolphin_140.61;tuna_138.52;chisso_135.41;compound_134.34;gold_127.56
bn:00574231n;Medicalization;medicalization_262.7;psychiatry_222.99;psychiatric_199.15;patient_166.27;mental disorder_160.82;disorder_160.36;szasz_150.28;diagnosis_147.91;adhd_120.15;symptom_115.85;medical_115.63;psychiatrist_113.38;schizoid_113.28;treatment_103.22
bn:00575255n;Mix-Up;re-release_64.76;voltaire_48.6;cabaret_46.4;spoon_36.53;no._32.13;uk_27.39;nag_26.13;tgcd_26.05;kirk_25.08;indie_21.79;mallinder_18.94;kora_17.14;cab_16.7;stephen mallinder_14.11
bn:00577685n;Kiddo;kiddo_61.56;p-funk_39.95;parlet_37.19;sterling_30.98;clinton_12.9;leroy_12.45;invasion of the booty snatchers_11.87;a&m records_11.01;mallia franklin_10.72;donnie_10.03;band_9.57;hampton_8.19;offspring_7.89;sterling silver_7.68
bn:00577781n;Cisplatin;cancer_741.26;chemotherapy_555.91;cisplatin_506.58;tumor_484.84;cell_450.76;treatment_370.47;drug_313.98;patient_281.51;dna_252.28;docetaxel_184.64;ligand_167.75;carcinoma_167.65;dose_165.15;apoptosis_156.96
bn:00578726n;Conditionality;aid_504.14;country_320.32;imf_289.72;debt_186.55;donor_126.15;poverty_124.83;world bank_113.93;conditionality_102.06;zambia_92.64;development_88.92;financial_65.13;effectiveness_63.82;policy_63.63;loan_56.31
bn:00579340n;Shiny;shiny_38.03;editor_15.13;joshua_13.42;aurealis_12.37;gregg_12.15;daniel levi_11.34;tales of the unanticipated_10.66;violin_10.32;heideman_9.88;toit_7.67;bang_7.58;strasser_7.42;indie pop_7.06;wolf_6.34
bn:00580510n;Moony;moony_37.17;lifestories_15.07;spiller_14.99;italian_12.82;single_12.26;love_11.14;db boulevard_10.73;db_10.1;bragato_9.98;batucada_8.71;rosko_8.64;music_8.15;boulevard_8.14;dance music_7.95
bn:00580792n;Slackness;yellowman_105.98;dancehall_79.98;reggae_71.62;mento_67.91;bouyon_65.66;shabba_57.97;jamaica_56.7;ranks_55.84;slackness_53.64;jamaican_50.97;sizzla_41.36;capleton_39.04;deejay_36.68;sound system_30.85
bn:00581488n;Untrue;dubstep_152.27;untrue_126.59;burial_120.23;album_108.9;strokes_53.95;hyperdub_52.86;release_30.88;sound_29.75;track_29.08;chart_24.14;brostep_22.14;sample_20.72;skream_20.6;music_19.78
bn:00581782n;Rebuild;relient_232.53;switchfoot_187.71;band_106.93;thiessen_103.44;foreman_59.59;song_57.54;album_54.13;release_53.38;mmhmm_39.61;tour_38.15;matt thiessen_31.82;jon_26.78;jon foreman_22.32;color_22.26
bn:00581987n;Guideline;clsi_95.25;child support_88.77;guideline_85.83;animal_74.22;consensus_40.13;uifsa_36.98;dgp_31.81;district_31.39;state_27.72;rtig_27.36;regulation_26.92;obligor_25.35;ruresa_23.24;laboratory_21.86
bn:00582220n;Multinomial;multinomial_16.11;trinomial_10.97;polynomial_6.99;trinomial expansion_6.7;multi-index notation_6.36;multinomial theorem_6.33;multinomial logit_6.1;equation_5.96;elementary algebra_5.78;multinomial distribution_5.7;johann heinrich lambert_5.55;monomial_4.74;binomial_4.21;coefficient_3.31
bn:00582929n;Efflorescence;concrete_671.53;efflorescence_172.78;cement_130.99;water_115.48;ggbs_94.95;aggregate_62.87;material_59.79;surface_58.79;portland cement_55.23;use_53.16;salt_50.99;ceramic_50.1;porous_49.26;mix_47.81
bn:00587138n;Covariate;variable_173.21;covariate_144.03;confound_110.6;covariates_99.74;treatment_87.71;effect_64.3;regression_62.9;estimate_61.93;model_52.41;dependent variable_51.28;hazard_47.31;causal_42.9;datum_40.24;ancova_39.1
bn:00588977n;Amatory;осколки_24.01;amatory_18.91;преступление_17.04;против_15.21;времени_15.12;багровый_11.92;guitars_11.87;дыши_11.27;сквозь_11.27;мной_11.18;рассвет_10.96;eyelids_9.65;дни_9.65;a-one_9.63
bn:00589563n;KAVA;regional mexican_5.2;pueblo, colorado_5.19;kava_5.0;am_3.96;pueblo_3.89;radio station_2.96;license_2.81;format_2.58;usa_2.55;broadcast_2.48;;;;
bn:00589759n;FANG;ginga_41.02;asukari_33.39;densetsu_30.3;inu_27.28;weed_22.38;story_22.07;銀牙伝説ウィードスペシャル_18.28;gaiden_16.18;manga_15.31;compilation_13.33;tosaō_12.03;shōnen_10.96;tabidachi_10.15;hen_9.51
bn:00591193n;Galette;pancake_354.96;breton_224.72;brittany_224.34;buckwheat_215.92;galette_190.34;cake_97.9;flour_70.97;pizza_65.73;eat_48.94;moulin_47.27;pie_45.47;cuisine_43.34;dish_43.08;filling_40.62
bn:00591387n;NoB;pata_39.94;sentai_21.31;korochan_17.26;p.a.f._15.7;theme_11.69;nob_11.57;song_11.23;album_10.51;vocalist_10.26;tensou_9.57;japan_9.51;goseiger_9.26;go-onger_9.18;gokaiger_9.01
bn:00592126n;VizieR;catalogue_61.98;spectra_40.62;star_36.68;vizier_31.01;draper_29.92;esis_29.52;astronomical_23.55;centre de données astronomiques de strasbourg_21.39;astrophysical virtual observatory_17.18;classification_16.88;datum_15.8;spectral_15.75;gcvs_14.99;atlas_13.73
bn:00592624n;InterContinental;hotel_758.15;intercontinental_601.57;hyatt_220.61;managua_146.06;asmara_93.32;floor_92.32;jpg_78.11;istanbul_77.37;ihg_68.75;hotels_68.6;resort_62.44;crowne_62.43;holiday_61.31;inn_59.66
bn:00595457n;DAMA;dama_49.01;data_44.14;cdqm_28.4;management_26.75;chen_23.67;dama-dmbok_23.42;datum_22.83;modeling_22.2;corporate_16.46;conceptual_14.74;er_14.3;thalheim_12.89;springer_10.23;contribution_10.19
bn:00595980n;MENTOR;mentoring_338.76;mentor_162.54;mentore_110.19;program_66.31;youth_50.2;mentorship_47.75;mentee_46.16;relationship_34.64;organization_29.93;formal_25.02;protégé_22.76;youth mentoring_19.26;informal_17.06;meta-analysis_16.99
bn:00596890n;All-World;roland_242.77;ka-tet_111.74;tower_79.96;ones_79.18;all-world_79.04;dark_63.05;mejis_59.95;susannah_58.02;mid-world_54.41;gunslinger_43.23;jake_39.63;old_37.33;eddie_36.59;vampire_34.09
bn:00596907n;Kitchenette;motel_399.45;room_152.87;kitchenette_111.51;hotel_100.92;house_96.36;hall_62.95;apartment_49.68;floor_48.05;chain_46.81;camlin_39.31;studio apartment_35.81;bathroom_35.61;kitchen_34.67;bedroom_32.24
bn:00601072n;SPICA;fuel injection_75.58;fuel_72.7;engine_54.03;injection_52.21;spider_39.25;alfa_37.9;rpm_37.37;injector_35.92;torque_35.06;system_27.69;romeo_24.71;veloce_23.65;fuel injection system_23.13;carburetor_19.84
bn:00601682n;Bask;horse_243.83;raswan_237.46;arabian_212.18;tersk_173.34;varian_150.35;stallion_131.79;sire_81.41;stud_78.66;thunder_70.05;mare_61.75;bask_56.89;breed_48.57;ofir_36.7;foal_34.93
bn:00602850n;WHIT;format_52.03;whit_36.3;fm_35.42;q106_33.44;station_31.47;wwqm_21.16;oldie_17.56;hank_17.36;wcsy_15.96;simulcast_14.04;country music_12.19;madison, wisconsin_12.04;wmad-fm_10.75;wtux_10.48
bn:00603388n;Reinterpretation;chord_92.93;sixth_86.81;augmented_53.89;dominant_24.42;phrase_13.1;chromatically_13.07;overlap_12.72;enharmonic_11.99;italian_10.84;enharmonically_9.36;metrically_8.69;french_8.68;degree_8.65;triad_8.59
bn:00603440n;Reprise;song_697.86;album_315.67;reprise_228.54;version_151.35;sing_140.12;nicks_125.55;beatles_111.09;lyric_88.96;badu_87.84;wilco_86.7;gaye_86.45;recording_84.27;timberlake_83.31;track_80.03
bn:00603720n;Coincidence;paranormal_121.53;coincidence_118.66;synchronicity_113.38;miracle_66.51;event_56.48;alignment_42.41;jung_40.94;acausal_38.66;causality_35.89;tarnas_32.86;ley_31.25;belief_30.73;phenomenon_26.21;chance_25.29
bn:00605151n;Robbing;bee_351.92;africanize_245.63;honey_152.44;hive_128.03;apiary_51.39;beekeeper_50.85;european_44.36;italian bee_37.08;colony_34.7;african_33.75;subspecies_33.68;sucrose_30.71;forage_30.55;apis mellifera_30.29
bn:00605685n;Hummock;hummock_199.47;bog moss_169.85;ice_144.51;rib_92.02;glicken_89.47;hammock_65.4;hummocky_47.49;humarock_45.46;volcano_42.97;tharsis_36.87;permafrost_34.35;tholus_33.99;sea_32.94;swamp_31.06
bn:00605726n;Unmixed;bell_32.66;leroy_31.61;unmixed_28.73;song_26.5;freemason_26.11;album_19.09;amanda wilson_15.36;love_15.09;freemasons_14.75;jackie moore_14.03;release_13.79;feature_13.73;watchin_13.55;james_13.53
bn:00607453n;DISCover;technology_13.94;discover_11.86;console_11.14;alienware_9.73;gaming_8.51;game_7.6;dhs_7.54;apextreme_6.19;media center (disambiguation)_6.05;hawgs_5.74;firingsquad_5.64;pc games_5.11;play_5.07;direct2drive_4.97
bn:00609600n;Concluding;merode_22.34;rock_20.78;birt_19.75;edge_13.86;girl_13.43;sebastian_7.16;granddaughter_7.15;miss_7.02;sage_6.94;day_6.61;cottage_6.26;ball_5.92;mary_5.57;school_5.46
bn:00609624n;Embolization;aneurysm_184.34;embolization_169.29;bleeding_139.46;patient_139.43;interventional_129.31;blood_127.94;vein_121.66;catheter_121.59;treatment_119.03;risk_109.3;avms_92.7;tumor_86.29;surgery_80.11;procedure_77.39
bn:00611350n;CEILIDH;ceilidh_32.69;encryption_19.97;alice_18.21;compute_17.55;bob_16.67;scheme_15.86;karl rubin_11.53;discrete logarithm problem_10.65;choose_10.4;random_10.01;key_8.85;let_7.58;security_7.35;message_5.74
bn:00613111n;Blurt;stroud_125.5;cardiacs_117.41;blurt_63.19;band_63.14;alph_39.28;milton_32.75;smith_23.28;quintessence_22.28;album_21.98;cd_21.53;tim_20.41;ted_19.09;tim smith_18.24;christian hayes_17.61
bn:00613409n;EMBRACE;bioinformatics_30.74;embrace_19.34;project_6.79;biologist_5.58;ready-to-go_5.45;exploitation_5.39;embnet_5.04;swedish university of agricultural sciences_4.9;hinxton_4.84;iscb_4.75;fp6_4.6;european_4.57;eu_4.53;infrastructures_4.37
bn:00613609n;Eerie;comic_595.76;comics_544.01;favourite_383.0;creepy_318.7;vampirella_318.34;marvel_316.74;eerie_294.96;warren_230.02;issue_225.53;horror_216.77;artist_212.08;dc_212.07;comic book_198.79;magazine_195.95
bn:00615879n;Dispersant;oil_474.22;dispersant_208.07;spill_203.93;ethylene_175.35;surfactant_145.53;glyphosate_121.78;oxide_115.94;phthalates_98.98;pmma_91.46;viscosity_89.54;motor oil_88.91;liquid_70.61;additive_70.31;water_66.81
bn:00616068n;Giardia;giardia_334.91;infection_224.04;blastocystis_188.34;disease_100.13;water_98.98;diarrhea_94.04;pathogen_84.21;uv_82.8;parasite_81.59;cat_76.28;symptom_64.27;cause_53.03;organism_48.96;stool_48.93
bn:00617687n;Nomothetic;boas_269.13;nomothetic_129.4;idiographic_63.35;znaniecki_56.88;research_50.7;anthropology_47.44;sociology_39.99;science_33.8;approach_32.53;quantitative_31.98;method_27.69;skepticism_27.29;social_26.01;study_25.86
bn:00618319n;TRACE;solar_437.17;telescope_410.34;coronal_293.55;x-ray_284.34;corona_228.09;celestial_182.03;sun_160.87;plasma_143.94;object_135.38;catalog_135.03;observe_118.4;spacecraft_111.92;astrophysics_110.74;solar wind_108.63
bn:00618748n;Trunnion;gun_788.09;cannon_422.99;trunnion_298.0;artillery_288.58;fire_237.05;barrel_193.58;rifle_164.57;use_144.3;cylinder_133.74;mount_128.06;howitzer_121.51;carronade_114.96;valve_114.42;dahlgren_114.05
bn:00619831n;Pressurization;aircraft_174.98;airline_119.61;airliner_103.03;dornier_66.04;engine_53.41;flight_50.26;passenger_40.0;dc-10_39.22;fuselage_37.36;fly_34.02;supersonic_33.35;mg_32.98;pressurization_30.94;foam_29.56
bn:00621720n;Blurry;scantlin_50.05;good_43.98;mudd_37.09;song_35.12;puddle_34.98;band_33.73;wes_33.62;blurry_31.56;kerrang_30.55;chart_29.23;single_25.84;bar_25.43;ardito_20.45;album_19.89
bn:00621753n;Chayote;dish_456.87;cuisine_236.06;chayote_217.29;chef_189.18;akha_162.24;vegetable_161.47;chicken_144.0;rice_140.6;soup_140.17;cajun_133.76;ingredient_130.86;quickfire_130.81;meat_129.94;fruit_127.72
bn:00622054n;CASK;tbr1_250.07;protein_173.38;gene_107.51;cask_71.34;domain_58.06;neuron_55.42;neurexin_44.7;nf1_44.02;pdz_40.94;encode_37.03;cxorf36_35.47;interact_30.99;fezf2_30.56;neuroligin_29.78
bn:00622072n;Stand-In;wanger_78.19;star_71.07;blondell_49.81;dodd_38.99;pettypacker_30.03;quintain_27.73;koslofski_22.84;cheri_22.1;film_21.28;gb_17.05;humphrey bogart_16.48;leslie howard_14.75;lester_12.4;studio_12.2
bn:00622290n;Suburbanization;city_902.98;detroit_272.35;neighborhood_219.35;suburbanization_218.62;suburb_193.45;downtown_173.49;population_169.22;new orleans_159.16;urban_154.11;area_143.19;rotterdam_129.66;brno_127.01;suburban_122.58;tacoma_120.18
bn:00623265n;Westernizer;russian_489.14;ostrovsky_342.38;russia_338.38;tolstoy_188.24;maykov_176.22;saltykov_133.72;belinsky_89.82;soviet_88.64;slavophiles_70.77;moscow_67.2;tsar_58.74;nekrasov_45.15;sovremennik_42.68;saint petersburg_40.08
bn:00624331n;Fierce;stargate_58.3;ne-yo_45.03;rihanna_33.86;hermansen_19.52;lester_17.7;love_17.62;sweet_16.98;eriksen_16.59;irreplaceable_16.55;mis-teeq_16.39;k-gee_14.08;so sick_13.7;song_13.62;telstar_13.04
bn:00625423n;Picturesque;picturesque_349.93;landscape_202.24;garden_129.37;gilpin_114.06;westall_103.75;gothic_92.57;panorama_76.67;wye_76.54;castle_70.27;smithson_59.98;sublime_59.54;canberra_56.38;painting_51.47;aesthetic_43.59
bn:00625577n;Ranging;system_83.45;signal_69.97;rtls_64.51;transponder_40.64;range_39.03;location_36.49;use_34.73;measurement_27.65;receiver_27.04;ranging_24.22;accuracy_22.63;navigation_21.8;distance_21.77;uplink_21.27
bn:00625598n;Interpretant;interpretant_63.62;semiotics_62.07;deely_58.28;semiotic_31.2;sign_27.22;s2_23.63;sebeok_23.32;s1_22.92;semiosis_17.8;modality_15.59;poinsot_13.8;dynamical_13.46;semiology_12.98;peirce_12.65
bn:00625716n;Carbonized;therion_172.91;johnsson_89.72;band_69.65;album_41.8;christofer johnsson_36.1;theli_33.04;piotr wawrzeniuk_29.44;carbonized_27.2;wawrzeniuk_21.6;tour_19.22;vovin_17.18;release_16.47;christofer_15.74;drakon_15.31
bn:00625720n;Peerless;cleveland_332.87;packard_315.81;car_292.84;engine_277.33;headlamp_248.38;v8_230.97;model_166.7;internal-combustion_149.7;peerless_141.46;vehicle_113.5;lincoln_106.35;straight-six_102.71;ford_94.05;automobile_90.95
bn:00625783n;Disclose;hardcore_157.51;band_96.91;punk_94.21;d-beat_56.9;discharge_47.98;crust_36.54;scene_19.41;style_17.4;sound_16.49;metal_15.99;album_14.68;drum_14.59;roberts_13.95;influence_13.73
bn:00625808n;Afterword;afterword_289.18;lolita_182.81;humbert_126.68;book_119.47;novel_77.71;montag_77.68;nabokov_63.86;dillard_57.79;watership_57.12;permian_53.03;bradbury_46.53;rabbit_45.1;rimbauer_43.96;fahrenheit_35.03
bn:00626948n;Forecourt;forecourt_96.64;fuel_69.78;gasoline_54.58;pump_47.69;gas station_42.28;temple_37.37;fill_30.48;station_30.42;service station_29.14;tarxien_28.9;dispenser_24.8;ġgantija_24.41;aleijadinho_23.63;petrol_22.02
bn:00628314n;Interbank;iquitos_193.54;lima_167.19;banco_77.62;interbank_66.4;vivanda_48.6;city_48.45;bank_48.07;peru_44.68;plaza_27.01;peruvian_26.18;scotiabank_26.14;vea_22.68;district_20.14;store_19.87
bn:00629114n;Defamiliarization;shklovsky_149.75;wellek_119.36;literature_111.21;defamiliarization_87.96;literary_82.62;formalism_70.11;formalist_65.44;theory_46.96;poetic_46.82;reader_45.0;language_44.9;literariness_44.85;russian_41.68;postmodernism_40.56
bn:00629227n;Cardioversion;cardioversion_225.62;patient_218.48;af_199.22;tachycardia_196.43;atrial fibrillation_185.68;amiodarone_184.52;pacemaker_184.38;heart_177.06;ventricular_162.09;defibrillator_122.42;arrhythmia_115.89;propofol_113.23;defibrillation_105.32;atrial_99.75
bn:00629740n;PARSEC;time-dependent_20.69;tddft_16.11;density functional theory_13.59;potential_11.65;system_11.56;dft_11.3;exchange-correlation_10.03;density_10.02;non-interacting_8.78;parsec_7.56;boundary condition_7.04;code_6.99;equation_6.49;yousef saad_5.86
bn:00630161n;RIPE;internet_380.76;ripe_187.44;network_164.81;whois_157.43;carnet_107.25;arpanet_84.82;icann_56.27;ietf_52.44;arin_52.29;itu_44.87;protocol_43.37;nsfnet_37.96;ip_37.87;server_33.1
