"Reference","Sentence"
"en.wikipedia.org","<s> Rather than attempting to cover all the aspects of consciousness (self-awareness, thought, imagination, perception, etc.), Crick focuses on the primate visual system and breaks down the prerequisites for conscious experience into several broad subconditons, including some sort of short term memory and attention mechanism. </s>"
"en.wikipedia.org","<s> Millicent, feeling the same about Hugo, breaks off their engagement also. </s>"
"en.wikipedia.org","<s> In New York City during October 1999, John Sullivan (Caviezel), a 36-year-old homicide detective, breaks up with his girlfriend Samantha (Melissa Errico) with the reason partially attributed to the trauma caused by the death of his fireman father Frank (Quaid). </s>"
"en.wikipedia.org","<s> When he breaks in, he walks through a desolate, creepy apartment. </s>"
"en.wikipedia.org","<s> Suddenly, in both 1969 and 1999, Jack breaks into the Sullivan home. </s>"
"en.wikipedia.org","<s> Davey spends the rest of the day drinking, and later that night breaks into the mall, which is closed. </s>"
"en.wikipedia.org","<s> Davey breaks down and cries, finally coming to terms with his loss. </s>"
"en.wikipedia.org","<s> Loretta is diagnosed with cancer and breaks up with Larry because she thinks he''s cheating on her. </s>"
"en.wikipedia.org","<s> Beyond this point the analogy breaks down; in the case of elevators the potential energy is gravitational but with the quantum number it is electromagnetic. </s>"
"en.wikipedia.org","<s> The Fédération Cynologique Internationale breaks down their Terrier and Companion Group (Group 3) into ""Sections"" by general dog type; within the sections the dogs are listed by their country or area of origin. </s>"
"en.wikipedia.org","<s> He frequently breaks the fourth wall, as well as being aware of his implementation as a fictional comic strip character. </s>"
"en.wikipedia.org","<s> The family breaks up after 9 to 12 weeks. </s>"
"en.wikipedia.org","<s> Going there, she meets Loraine Wade, who has also called in to see Jimmy, and breaks the news of Ronny''s death to Jimmy. </s>"
"en.wikipedia.org","<s> Before the house party breaks up, Jimmy asks Loraine to keep an eye on Bundle and make sure she doesn''t get herself into danger by investigating on her own any more. </s>"
"en.wikipedia.org","<s> Chucky breaks away from Andy and enters an abandon home, the hideout of his former associate Eddie Caputo. </s>"
"en.wikipedia.org","<s> When George''s brother Harry sleds down, he breaks through the ice into the freezing water. </s>"
"en.wikipedia.org","<s> Such openers are spot-welded or soldered to many small, thin-walled cans nowadays and are separated prior to use by prying the key up and bending it back and forth a few times until it breaks loose. </s>"
"en.wikipedia.org","<s> The handsome captain, Giorgio, breaks their reverie by telling Clara that he is being transferred to a provincial military outpost. </s>"
"en.wikipedia.org","<s> Diabase frequently breaks into octagonal and pentagonal columns, creating a unique ""postpile"" appearance. </s>"
"en.wikipedia.org","<s> Ketoacidosis is most common in untreated type 1 diabetes mellitus, when the liver breaks down fat and proteins in response to a perceived need for respiratory substrate. </s>"
"en.wikipedia.org","<s> During a battle with Shredder''s Elite Guards in the ruins of the Second Time Around Shop, Donatello falls through the floor and breaks his leg. </s>"
"en.wikipedia.org","<s> In the ""City at War"" storyline (""Teenage Mutant Ninja Turtles"" (vol. 1) #50-62), a feud between various factions of the Foot Clan over leadership breaks out. </s>"
"en.wikipedia.org","<s> A scene shows him lashing out at his surroundings and repeatedly punching the wall of the barn until it breaks , then collapsing on it despondently, anger spent. </s>"
"en.wikipedia.org","<s> Finally she decides that the timing of their relationship is off and breaks up with Ephram. </s>"
"en.wikipedia.org","<s> Bright breaks his hand trying to karate chop a piece of wood and wears a sling for several weeks. </s>"
"en.wikipedia.org","<s> Under pressure Bright admits the truth, and Hannah breaks up with him. </s>"
"en.wikipedia.org","<s> His fiancée, Ethne Eustace, breaks off their engagament and also gives him a white feather. </s>"
"en.wikipedia.org","<s> When Animal Man is separated from Swamp Thing, Maxine breaks the hold that the remaining Hunters'' Three has on her. </s>"
"en.wikipedia.org","<s> For humans and other complex organisms, this process is best characterized by the digestive system which breaks down solid food via exoenzymes. </s>"
"en.wikipedia.org","<s> In a bit of diegesis that "" breaks the fourth wall"", Vijay signals his affiliation to MI6 by playing the James Bond Theme on a recorder while Bond is disembarking from a boat in the harbour near the City Palace. </s>"
"en.wikipedia.org","<s> It is possible that Viral may have been Jeremy''s girlfriend for a time (or someone introduced for a future love triangle with Sara; indeed, her name is an anagram for ''RIVAL'')—during the story arc where Jeremy is caught driving past Viral''s house 63 times (of which Pierce is so proud that he breaks down crying), the Judge references Viral as Jeremy''s girlfriend, and Jeremy didn''t deny it. </s>"
"en.wikipedia.org","<s> The enzyme acetylcholine esterase breaks down the neurotransmitter acetylcholine, which is released at nerve and muscle junctions, in order to allow the muscle or organ to relax. </s>"
"en.wikipedia.org","<s> Returning with the model to his flat, Snowy accidentally knocks it over and breaks its mainmast. </s>"
"en.wikipedia.org","<s> On the way down from the mountain, Haddock accidentally breaks the bottle, the label of which turns out to be a map, obviously showing the location of Paparanic''s gold. </s>"
"en.wikipedia.org","<s> An enzyme that breaks the β-galactoside bond is called a β-galactosidase. </s>"
"en.wikipedia.org","<s> The narrator attempts to calm Roderick by reading aloud ""The Mad Tryst,"" a novel involving a knight named Ethelred who breaks into a hermit''s dwelling in an attempt to escape an approaching storm, only to find a palace of gold guarded by a dragon. </s>"
"en.wikipedia.org","<s> When she wakes up, Madeline goes insane from being buried alive and breaks free. </s>"
"en.wikipedia.org","<s> The 1986 music video for ""Walk This Way"" symbolically placed Aerosmith and Run–D.M.C. in a musical duel in neighboring studios before Tyler literally breaks through the wall that separates them. </s>"
"en.wikipedia.org","<s> However the key assumption he made in formulating the collision term was ""molecular chaos"", an assumption which breaks time-reversal symmetry as is necessary for ""anything"" which could imply the second law. </s>"
"en.wikipedia.org","<s> The deleted page has Sponsz announcing how he will break his enemies and throws his glass to the floor, but it is of the unbreakable variety and bounces back and breaks the moustache of a bust of Kûrvi-Tasch. </s>"
"en.wikipedia.org","<s> End-term breaks usually start from late June to mid July. </s>"
"en.wikipedia.org","<s> Meanwhile Hutch''s young neighbor, Willis (Jeffrey Lorenzo), whom Hutch watches on Wednesdays, is involved in a bomb blast in Hutch''s house, and breaks his leg (the bomb was intended for Hutch). </s>"
"en.wikipedia.org","<s> Along he comes, he breaks into the cabin, and goes through one of Carey''s old logbooks, cursing when he finds that the information that he wants is missing, having been torn out of the book. </s>"
"en.wikipedia.org","<s> Rand reveals the secret history of the Aiel in the Age of Legends to prove his claim; whereupon an uproar breaks out among the Aiel, and, to avert violence, Rand uses the One Power to bring a rainstorm to the Aiel Waste. </s>"
"en.wikipedia.org","<s> Emma and Denise become close friends, but after Denise dies in childbirth Emma breaks off her engagement to Apgar and marries Sanford instead. </s>"
"en.wikipedia.org","<s> He reaffirms his loyalty at his father''s bedside, then thwarts a second attempt on his father''s life by Sollozzo and corrupt NYPD Captain McCluskey, who breaks his jaw. </s>"
"en.wikipedia.org","<s> Mary''s death breaks Michael''s spirit, and he cries out in agony over her corpse; it also alienates Kay from Michael altogether. </s>"
"en.wikipedia.org","<s> However, something goes amiss at the T-Mat vital relay station on the Moon and the system breaks down. </s>"
"en.wikipedia.org","<s> When Quasimodo rescues Esmeralda, Phoebus breaks free and rouses the civilians into action, inciting them to release the gypsies and help them protect the cathedral from Frollo''s soldiers. </s>"
"en.wikipedia.org","<s> Vigneault responded by telling Sedin that ""he''s not going to be the one that breaks the streak"" and he gave him the choice to remain on the bench or return to the locker room. </s>"
"en.wikipedia.org","<s> Due to low water levels in the inlet it is not often that the inlet breaks through. </s>"
"en.wikipedia.org","<s> A mankad is given out if the bowler completes their bowling action without releasing the ball, breaks the stumps at their end without letting go of the ball and the non-striker is out of their ground. </s>"
"en.wikipedia.org","<s> Switching to the newer version 4 of GCC breaks compatibility with BeOS software; therefore Haiku supports being built as a hybrid GCC4/GCC2 environment. </s>"
"en.wikipedia.org","<s> In Downbelow, a fight breaks out over a gambling dispute, while simultaneously the Soul Hunter begins to awaken. </s>"
"en.wikipedia.org","<s> After seeing her, Sinclair breaks out of the neural machine and punches Knight Two in the chair next to him, short-circuiting the machine and frying Knight Two''s brain. </s>"
"en.wikipedia.org","<s> After he leaves, however, the normally strong and stoic G''Kar breaks down and cries; he realizes that without outside military help his people will likely be defeated and re-enslaved by the Centauri. </s>"
"en.wikipedia.org","<s> Then Peer breaks through to Solveig, asking her for his sins. </s>"
"en.wikipedia.org","<s> He breaks down in tears. </s>"
"en.wikipedia.org","<s> Coming back from the field trip later that night, the school bus breaks down. </s>"
"en.wikipedia.org","<s> ""If the Council has lost its way, if it will not lead, if we have abandoned our covenant with Valen, then the council should be broken as was prophesied!"" She breaks the lead Councellor''s staff and urges the Worker and Religious castes to stand with her. </s>"
"en.wikipedia.org","<s> SPF breaks plain message forwarding. </s>"
"en.wikipedia.org","<s> In ""Blast From the Past"" the Autobots visit a dinosaur-themed amusement park where animatronic dinosaurs are on display, but Bulkhead accidentally breaks them. </s>"
"en.wikipedia.org","<s> Lorien asks him some questions, and eventually breaks the news that Sheridan is dead. </s>"
"en.wikipedia.org","<s> An ill-defined ridge going south-east from the summit breaks into two large areas of limestone plateau at about ; both plateaux contain summits and these are the subsidiary summits of Norber and Moughton. </s>"
"en.wikipedia.org","<s> One captain finally breaks silence saying that Sheridan is only going to execute them if they surrender. </s>"
"en.wikipedia.org","<s> Celliers breaks the rank and walks decisively in Yonoi''s direction, between him and the man about to be executed and ends up resolutely kissing him on the cheek with a straight face. </s>"
"en.wikipedia.org","<s> He first fights Yamcha in the tournament, whose leg he ruthlessly breaks to win. </s>"
"en.wikipedia.org","<s> The Flash (Barry Allen) breaks the tie. </s>"
"en.wikipedia.org","<s> When her cousin Zachary breaks the spell, the casino owner begs Zatanna to turn him into a soulless lump of gold in order to escape torment in Hell. </s>"
"en.wikipedia.org","<s> This was done so if an elevator breaks down, service is provided to the station without having to offer shuttle service from another station. </s>"
"en.wikipedia.org","<s> Max gets a call from Lutetia about Max''s behavior on TV, and tells him not to come home, while Amber breaks up with Kevin due to his obsession with Max and the ring. </s>"
"en.wikipedia.org","<s> Creel then breaks into a house and attacks the occupants. </s>"
"en.wikipedia.org","<s> As the fight progresses, Creel begins to make cruel taunts to Hank, saying what a bad Avenger he is and how he always breaks under the pressure of handling too much responsibility. </s>"
"en.wikipedia.org","<s> His intellect quivers in emotion and breaks out against superstition and hypocrisy into humour, irony or banter. </s>"
"en.wikipedia.org","<s> When his brothers arrive to see him, Darry breaks down and cries. </s>"
"en.wikipedia.org","<s> In the eight-issue limited series ""Tales of the Unexpected"", Dr. Thirteen unites with other characters from canceled series, including Genius Jones, I...Vampire, Anthro, the Primate Patrol, Infectious Lass from the Legion of Substitute-Heroes, Captain Fear from a 1970s feature within the pages of Adventure Comics, and the Haunted Tank in a story that repeatedly breaks the fourth wall and comments on the then-current state of DC Comics and its continuity. </s>"
"en.wikipedia.org","<s> Monoamine oxidase (MAO) breaks down biogenic amines and prevents excessive resorption. </s>"
"en.wikipedia.org","<s> The Chief of Police: Mostly concerned with playing billiards and assuaging his own toothache, he doesn''t share the Lieutenant''s idealism and wilfully breaks the law. </s>"
"en.wikipedia.org","<s> Pushed on by his daughter Lara and Batman, he finally fights back and breaks his own vow not to take lives. </s>"
"en.wikipedia.org","<s> As she reads about springtime in Paris, she breaks down and cries. </s>"
"en.wikipedia.org","<s> After this, Sarah breaks off the affair with no apparent explanation. </s>"
"en.wikipedia.org","<s> Southern Cross screens live AFL coverage with no advertisement breaks between goals. </s>"
"en.wikipedia.org","<s> The werewolf breaks in and Spoon runs out of ammo. </s>"
"en.wikipedia.org","<s> Over the course of an ardent speech on religion and the future of aristocracy, Myshkin accidentally breaks a beautiful Chinese vase. </s>"
"en.wikipedia.org","<s> He notes that in the ""Iliad"", Pandaros betrays the Greeks and breaks a truce confirmed by solemn oath. </s>"
"en.wikipedia.org","<s> Dockerins are commonly found in proteins that localise to the fungal cellulosome, a large extracellular multiprotein complex that breaks down cellulose. </s>"
"en.wikipedia.org","<s> If a price breaks past a support level, that support level often becomes a new resistance level. </s>"
"en.wikipedia.org","<s> The opposite is true as well, if price breaks a resistance level, it will often find support at that level in the future. </s>"
"en.wikipedia.org","<s> She takes out her pistol and shoots him in the leg, then breaks down in a hysterical state of remorse, threatening to take her own life. </s>"
"en.wikipedia.org","<s> Mia breaks down and tells Lilly everything, swearing her to secrecy. </s>"
"en.wikipedia.org","<s> However, the ""San Francisco Chronicle"" learns that Mia is the Genovian Crown Princess after hairdresser Paolo breaks his confidentiality agreement (so his work would be known), causing a press frenzy, and a sudden surge in popularity at school for Mia. </s>"
"en.wikipedia.org","<s> Mia''s car breaks down in the rain, but she is rescued by Joe, who had suspected she planned to run away. </s>"
"en.wikipedia.org","<s> The series frequently breaks the fourth wall (usually at least once per episode) and uses cutaway scenes shot in a different style from the rest of the show. </s>"
"en.wikipedia.org","<s> Knowing that the escape velocity won''t be enough, John commands West to pilot the ship through the planet''s core as it breaks up, using the planet''s gravity to propel the ship out the other side. </s>"
"en.wikipedia.org","<s> She breaks off their engagement. </s>"
"en.wikipedia.org","<s> The master places the plastic bubble near his respiratory orifice and breaks it, then inhaling the vapor. </s>"
"en.wikipedia.org","<s> Karen breaks down in tears upon seeing the twisted corpse of Kal-L, and swears vengeance upon whoever is behind the creation of the Black Lanterns. </s>"
"en.wikipedia.org","<s> Another still farther south, Glaciar Occidental breaks away from Gran Glaciar Norte west of the summit crater at about as a steep, long glacier having a gradient of 270 m km− 1 (51.1 ft/mi) that ends at . From the southwest corner of the mountain, another outlet glacier, Glaciar Suroccidental, long, flows from Gran Glaciar Norte at with a gradient of 200 m km− 1 (37.8 ft/mi), which also ends at in a long smooth surface. </s>"
"en.wikipedia.org","<s> During this later chapter, a fight breaks out on the open ramp of the aircraft in flight between Bond and Necros, before Necros falls to his death. </s>"
"en.wikipedia.org","<s> Towards the end he becomes even more active as he shares food and lodgings with the Palestinians he interviews and even breaks curfew with them while in the Gaza Strip. </s>"
"en.wikipedia.org","<s> As the line is worn, or breaks off, the operator knocks the reel on the ground so that a release mechanism allows some of the line in the reel to extend and replace the spent portion. </s>"
"en.wikipedia.org","<s> This cycle breaks down into one 100-year period with 25 leap years, making 36,525 days, or ""one"" day less than 5,218 full weeks; and three 100-year periods with 24 leap years each, making 36,524 days, or ""two"" days less than 5,218 full weeks. </s>"
"en.wikipedia.org","<s> Nevertheless, Batman still requires professional medical treatment when Bane breaks his back ('') and Hush''s machinations result in his suffering a skull fracture (''). </s>"
"en.wikipedia.org","<s> With modern chains it is unusual for a chain (other than that of a bicycle) to wear until it breaks , since a worn chain leads to the rapid onset of wear on the teeth of the sprockets, with ultimate failure being the loss of all the teeth on the sprocket. </s>"
"en.wikipedia.org","<s> Terry breaks into the office only to find Kirsch dead. </s>"
"en.wikipedia.org","<s> A fight ensues during which a fire breaks out. </s>"
"en.wikipedia.org","<s> If there is a tie, a studio audience vote breaks the tie in which the results are revealed at the end of the show. </s>"
"en.wikipedia.org","<s> The word ""compagnon"" is a diminutive of ""compaing"" Modern French ""copain"", a person with whom one breaks bread. </s>"
"en.wikipedia.org","<s> Therefore, no current will flow until the diode breaks down. </s>"
"en.wikipedia.org","<s> Once the electric field intensity increases beyond a critical level, the p–n junction depletion zone breaks down and current begins to flow, usually by either the Zener or the avalanche breakdown processes. </s>"
"en.wikipedia.org","<s> After an abortion Fogg breaks up with Kitty Wu and travels across the U.S. to search for himself. </s>"
"en.wikipedia.org","<s> The venom breaks down protein in the region of the bite, making prey easier to digest. </s>"
"en.wikipedia.org","<s> To protect the world from Ganon, Princess Zelda breaks the Triforce of Wisdom into eight pieces and scatters them across the land, but is then captured. </s>"
"en.wikipedia.org","<s> She meets with a man named Lee, who ends up madly in love with her and is left heartbroken when Ann breaks up. </s>"
"en.wikipedia.org","<s> Thinking the canister contains healing or energizing properties, the Shaper breaks the seal and absorbs the contents. </s>"
"en.wikipedia.org","<s> Cobb realizes he is not going to get his woman and breaks down. </s>"
"en.wikipedia.org","<s> A piece of wood earns a point toward the 48 possible points if it breaks the plane between the two stakes after the competitor is done throwing. </s>"
"en.wikipedia.org","<s> A good abstraction will generalize that which can be made abstract; while allowing specificity where the abstraction breaks down and its successful application requires customization to each unique requirement or problem. </s>"
"en.wikipedia.org","<s> When the crab is cooked, the alpha-crustacyanin breaks down, leaving only the astaxanthin, which turns the crab to a red-orange or a hot pink color. </s>"
"en.wikipedia.org","<s> In the 2012 comic novel ""Nick and Jake"", by Tad Richards and Jonathan Richards, Kilgallen breaks the news story that paints protagonist Nick Carraway (from ""The Great Gatsby"") as a subversive, thus destroying his career. </s>"
"en.wikipedia.org","<s> A power cut in Brian''s home sees him stuck on his stair lift all night until Jerry breaks his door down the next morning. </s>"
"en.wikipedia.org","<s> After an ambush from another gang member, a fierce gun battle breaks out. </s>"
"en.wikipedia.org","<s> After December to Dismember, Big Show told the WWE and he said ""I''m a raw boned bastard that breaks things and moves the immovable objects. </s>"
"en.wikipedia.org","<s> The ""torus direct vent bypass system"" retrofit was installed in all 18 Mark I reactors in the late 1980s and is operated by a butterfly valve at the operators'' control, after a zero leakage rupture diaphragm breaks prior to reaching the primary containment max design pressure. </s>"
"en.wikipedia.org","<s> In the episode, Bart breaks his leg and grows increasingly isolated in his room. </s>"
"en.wikipedia.org","<s> After being dared, Bart attempts an ambitious dive into the pool from the top of his treehouse, but gets distracted by Nelson, and falls and breaks his leg. </s>"
"en.wikipedia.org","<s> In this situation, the second player can either call a draw, or make a move that breaks the position with two generals facing unobstructed. </s>"
"en.wikipedia.org","<s> During the pupal stage, the larval body breaks down as the imaginal disks grow and produce the adult body. </s>"
"en.wikipedia.org","<s> An additional source of atmospheric free oxygen comes from photolysis, whereby high energy ultraviolet radiation breaks down atmospheric water and nitrous oxide into component atoms. </s>"
"en.wikipedia.org","<s> Rosslare is also rail-connected, and IE plan rail freight services when the Europort breaks into the LoLo sector. </s>"
"en.wikipedia.org","<s> Moorlands where wind breaks free; <br> </br> </s>"
"en.wikipedia.org","<s> Yoshinaka barely breaks through the enemy forces. </s>"
"en.wikipedia.org","<s> Instrumental Music breaks down into band, orchestra, jazz, mariachi, and piano. </s>"
"en.wikipedia.org","<s> Theatre breaks down into musical theatre, acting, and technical theatre. </s>"
"en.wikipedia.org","<s> If any of the gear breaks or pulls out of the rock or if the belayer fails to lock off the belay device immediately, the fall will be significantly longer. </s>"
"en.wikipedia.org","<s> When shooting breaks out in the bar while he is playing ""La Cucaracha"", he holds up a sign reading ""Se suplica no tirarle al pianista"" (""Please don''t shoot at the piano player""). </s>"
"en.wikipedia.org","<s> While driving through the desert, their car breaks down due to Simms having filled the gasoline tank with diesel by mistake. </s>"
"en.wikipedia.org","<s> Calogero breaks down, proclaiming his love and dedication to Sonny, whereupon Sonny recognizes Calogero''s innocence and allows him to leave. </s>"
"en.wikipedia.org","<s> After their marriage, Aman hugs them both and then breaks down in tears. </s>"
"en.wikipedia.org","<s> According to Bombardier marketing, the aircraft breaks even with about 1/3 of its seats filled (or 1/4 with more closely spaced seats), making it particularly attractive on routes with varying passenger numbers where many seats would be empty on some flights. </s>"
"en.wikipedia.org","<s> Where breaks in the Dividing Range allow the intrusion of moist easterly air streams inland, annual median rainfall of or more is experienced further westward. </s>"
"en.wikipedia.org","<s> She misinterprets this as a consensual act and breaks the relationship off again. </s>"
"en.wikipedia.org","<s> Socrates remarks that Meno makes many out of one, like somebody who breaks a plate. </s>"
"en.wikipedia.org","<s> The Fromes'' cat breaks Zeena''s favorite pickle dish which Mattie had set on the table. </s>"
"en.wikipedia.org","<s> The Spencers assume that the ordeal is over, but later a picture breaks in Norman''s study. </s>"
"en.wikipedia.org","<s> The letter breaks off abruptly as Clement begins to explain the passages. </s>"
"en.wikipedia.org","<s> When the chicks and female outgrow the nest, the mother breaks out and rebuilds the wall, after which both parents feed the chicks. </s>"
"en.wikipedia.org","<s> Neill, who costarred with Streep in ""Plenty"", is quite good as a humble, bewildered sort who finally breaks under cross-examination."" </s>"
"en.wikipedia.org","<s> A player who types out the entire credits is rewarded with a dancing zombie that breaks out from a test tube. </s>"
"en.wikipedia.org","<s> In the second series, Fowler breaks the fourth wall by beginning each episode by briefly addressing the audience directly, in the style of Jack Warner in Dixon of Dock Green. </s>"
"en.wikipedia.org","<s> A joke often breaks the fourth wall. </s>"
"en.wikipedia.org","<s> At the funeral, after the other mourners have left, M''Lynn breaks down in hysterics in front of Ouiser, Clairee, Truvy, and Annelle but is comforted by the other women. </s>"
"en.wikipedia.org","<s> He begins to examine the black box before it breaks free from his hands and opens. </s>"
"en.wikipedia.org","<s> At the 2001 census, Office for National Statistics areas 004C and 004D the housing breaks down into: </s>"
"en.wikipedia.org","<s> After the party breaks up, Ichabod remains behind for ""a tête-à-tête with the heiress,"" where it is supposed that he makes a proposal of marriage to Katrina but, according to the narrator, ""Something, however ... must have gone wrong, for he certainly sallied forth, after no very great interval, with an air quite desolate and chapfallen,"" meaning that his proposal is refused, allegedly because her sole purpose in courting him was either to test or to increase Brom''s desire for her. </s>"
"en.wikipedia.org","<s> A fight breaks out between Acharnians for and Acharnians against Dikaiopolis/Telephus/the beggar/Herodotus/Aristophanes and it only ends when the Athenian general Lamachus (who also happens to live next door) emerges from his house and imposes himself vaingloriously on the fray. </s>"
"en.wikipedia.org","<s> On these models, the wiring for the rear window wiper relied on the boot gas struts to have electrical connections to complete the circuit; struts with the necessary connections are now nearly impossible to get hold of, leading to many of the remaining Phase 1 309''s having non-functioning rear windscreen wipers (and the wiring connecting to the struts also breaks ). </s>"
"en.wikipedia.org","<s> This acts as a kind of impetus to De Flores who thinks if she breaks a bond once, she may break it several times and even he himself might have a chance to have sex with her. </s>"
"en.wikipedia.org","<s> Strato emphasized the need for exact research, and, as an example of this, he made use of the observation of how water pouring from a spout breaks into separate droplets as evidence that falling bodies accelerate. </s>"
"en.wikipedia.org","<s> Elastase breaks down elastin, an elastic fibre that, together with collagen, determines the mechanical properties of connective tissue. </s>"
"en.wikipedia.org","<s> The neutrophil form breaks down the ""Outer membrane protein A"" (OmpA) of ""E. coli"" and other Gram-negative bacteria. </s>"
"en.wikipedia.org","<s> During roasting, caramelization occurs as intense heat breaks down starches, changing them to simple sugars that begin to brown, which alters the color of the seed. </s>"
"en.wikipedia.org","<s> The celebration of the Assumption of Our Lady of Glory by a mass in the mother church, followed by a procession, gives way to the contagious fun of the people of Cachoeira, which breaks out in full color, food, music and dancing over as many days as the donations and annual reserves allow. </s>"
"en.wikipedia.org","<s> Students receive two weeks off for Christmas and Easter, a six-week summer break, and three ""half term"" breaks . </s>"
"en.wikipedia.org","<s> This hidden sector of the theory breaks supersymmetry. </s>"
"en.wikipedia.org","<s> Typically a hidden sector breaks supersymmetry and communicates it to massive messenger fields that are charged under the Standard Model. </s>"
"en.wikipedia.org","<s> He was engaged to be married to Katerina Ivanovna, but breaks that off after falling in love with Grushenka. </s>"
"en.wikipedia.org","<s> The Divisional structure or product structure is a configuration of an organization, which breaks down the company into divisions that are self-contained. </s>"
"en.wikipedia.org","<s> Also in 2012, Armstrong is the voice of Professor M for the animation breaks for the McLaren F1 team with the animations called ""Tooned"" also featuring the voices of Lewis Hamilton and Jenson Button broadcast on Sky Sports F1. </s>"
"en.wikipedia.org","<s> This version is shorter and breaks the film into three parts. </s>"
"en.wikipedia.org","<s> In the ""Batman: The Brave and the Bold"" episode ""Emperor Joker"", during a battle with the Ten-Eyed Man and Batman, Bat-Mite, who breaks the fourth wall, was seen reading about the Ten-Eyed Man in an issue of ""Who''s Who in the DC Universe"". </s>"
"en.wikipedia.org","<s> ""The Settlers of Catan"" breaks Eurogaming into the American market, becoming an overnight bestseller and gateway game. </s>"
"en.wikipedia.org","<s> On the southern side of West Head, the ocean breaks over the basalt rocks of Mushroom Reef Marine Sanctuary at Flinders ocean beach. </s>"
"en.wikipedia.org","<s> Wilma breaks up with Fred over not spending any time with her. </s>"
"en.wikipedia.org","<s> The colonists'' desire is inverted as the colonial appropriation now produces a partial vision of the colonizer''s presence; a gaze from the Other is the counterpart to the colonizer''s gaze that shares the insight of genealogical gaze which frees the marginalized individual and breaks the unity of man''s being through which he had extended his sovereignty. </s>"
"en.wikipedia.org","<s> He appears as ""Dr. Rawls"" in a dream on an episode ""My Wife and Kids"" in which he breaks into a parody version of ""You''ll Never Find Another Love Like Mine"" when a frightened Damon Wayans is afraid of having a colonoscopy the following day. </s>"
"en.wikipedia.org","<s> Since most of these are offline (which breaks the Last.fm concept), track info has to be batch scrobbled. </s>"
"en.wikipedia.org","<s> In its adult form, the alien strikes its victims with a rigid phallic tongue that breaks through skin and bone. </s>"
"en.wikipedia.org","<s> Before the ship can sail, however, a storm breaks out, and a sea serpent appears. </s>"
"en.wikipedia.org","<s> The burglar duo then breaks into the Club Berlin and steals him, placing him in the back of their van. </s>"
"en.wikipedia.org","<s> ""The Courageous Turk"" breaks into two parts. </s>"
"en.wikipedia.org","<s> In the Season 2 season finale however, Jake refuses to attend the prom with Tiffani and after a misunderstanding, Jake breaks off the relationship. </s>"
"en.wikipedia.org","<s> Solar UV breaks down ozone; molecular and atomic oxygen combine. </s>"
"en.wikipedia.org","<s> It is this dissociation that eventually breaks nearly all the bonds—literally, for Hushidh and Cheveya—between Nafai and his older brother, Elemak. </s>"
"en.wikipedia.org","<s> Based on the principles of protocol layering in OSI, protocol encapsulation, not specifically GRE, breaks the layering order. </s>"
"en.wikipedia.org","<s> Often it is used as a tool for creating fire breaks to reduce the risk of dangerous outbreaks but is also an important mechanism for preventing succession to woodier vegetation and plays an important role in the life cycle of heather species. </s>"
"en.wikipedia.org","<s> In the """" episode "","" as the cargo bay doors close on her last appearance in the episode, Denise Crosby breaks character and waves at the camera. </s>"
"en.wikipedia.org","<s> In the ""Doctor Who"" episode ""The Feast of Steven,"" actor William Hartnell breaks character to wish the audience a merry Christmas, with actors Peter Purves and Jean Marsh also breaking character, erupting in laughter. </s>"
"en.wikipedia.org","<s> On Colbert''s own show ""The Colbert Report"", Colbert has made numerous character breaks when performing alone, giggling over things such as his own suggestion of ""Filliam H. Muffman"" as a tabloid nickname for the relationship of William H. Macy and Felicity Huffman; a news story about a giant inflatable dog turd that escaped its moorings and wrought destruction in England; and various prop malfunctions, including a condom he blew up and then accidentally popped and a bottle of Manischewitz spilled behind his ""news"" desk. </s>"
"en.wikipedia.org","<s> The 1991 ""Northern Exposure"" season 2 episode ""War and Peace"" has Dr. Joel Fleischman breaks character right before Maurice Minnifield and Nikolai engage in a duel, explaining that the television audience would never accept such a duel. </s>"
"en.wikipedia.org","<s> Breaking character or corpsing is also being used more frequently to describe a user-player who, having assumed the role of a virtual character or avatar and is acting within a virtual or gaming environment, then breaks out of that character. </s>"
"en.wikipedia.org","<s> Before the wedding, however, Chris breaks up with Pat due to Pat''s arrogance and lack of direction in life: Pat has a brief stint in a rock band, and starts to believe that ze is going to be an overnight celebrity. </s>"
"en.wikipedia.org","<s> Field comforts Lane, but Constance breaks them up, claiming that the divorce papers she had drawn were fakes and that she and Field were still married. </s>"
"en.wikipedia.org","<s> Triclopyr breaks down in soil with a half-life of between 30 and 90 days. </s>"
"en.wikipedia.org","<s> Kevin, having tracked Max and Killer Kane to Iggy and Loretta''s, breaks in with a squirt gun The Fair Gwen (Kevin''s mom) got him for Christmas and tells Killer Kane that he has sulfuric acid in it. </s>"
"en.wikipedia.org","<s> Max breaks down among the workers. </s>"
"en.wikipedia.org","<s> R.M.W. Dixon breaks down these semantic differences into 9 parameters, involving the verb itself, the causee, and the causer: </s>"
"en.wikipedia.org","<s> VFRs are less expensive, less visible, and easier to wear than Hawley retainers; however, for patients with disorders such as bruxism, VFRs are prone to rapid breakage and deterioration, especially if the material is PVC, a short chain molecule which breaks down far more quickly than polypropylene, a long chain molecule. </s>"
"en.wikipedia.org","<s> Although repeatedly tortured, he never breaks down. </s>"
"en.wikipedia.org","<s> He then reached the final of the Shanghai Masters, having defeated Stephen Maguire in the semi–finals with two the top breaks of 141 and 145. </s>"
